TenCoSo,SoGiayPhep,DiaChi,NgayCap,TinhTrang,TenHinhThuc,SoCCHN_NDD
Phòng khám chuyên khoa Chấn thương chỉnh hình ,02356/SYT-GPHĐ,"131B Bãi Sậy, Phường 1, Quận 6, TP Hồ Chí Minh",2014-04-21 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Chấn thương chỉnh hình ,000223/HCM-CCHN
Phòng khám chuyên khoa Ngoại,02952/SYT-GPHĐ,"35 Tân Hòa Đông, Phường 14, Quận 6, TP Hồ Chí Minh",2014-06-04 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ngoại,000231/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA SẢN PHỤ KHOA ,00205/SYT-GPHĐ,"135 Phùng Văn Cung, Phường 2, Quận Phú Nhuận, TP Hồ Chí Minh",2013-07-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000250/HCM-CCHN
Phòng khám chuyên khoa Da Liễu,00052/SYT-GPHĐ,"Số 520 Tỉnh lộ 8, Tổ 5, Ấp Tây, Xã Tân An Hội, Huyện Củ Chi, TP Hồ Chí Minh",2013-04-03 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Da liễu,000254/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa ,00277/SYT-GPHĐ,"308 Đường số 8, Phường 11, Quận Gò Vấp, TP Hồ Chí Minh",2013-08-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000265/HCM-CCHN
Phòng khám Nội tổng hợp,03832/SYT-GPHĐ,"60 Lê Đại Hành, Phường 7, Quận 11, TP Hồ Chí Minh",2014-10-30 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0002724/BYT-CCHN
Phòng khám Nội tổng hợp (thuộc Chi nhánh Công ty TNHH Phòng khám đa khoa Sơn Kỳ),02357/SYT-GPHĐ,"46 Tây Lân, KP 7, Phường Bình Trị Đông A, Quận Bình Tân, TP Hồ Chí Minh",2014-04-21 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000219/HCM-CCHN
Phòng chẩn trị y học cổ truyền,04782/SYT-GPHĐ,"186 Đường số 11, Khu phố 5, Phường Linh Xuân, Quận Thủ Đức, TP Hồ Chí Minh",2015-08-24 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,000220/TH-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,02167/SYT-GPHĐ,"135 Lê Văn Sỹ, Phường 13, Quận Phú Nhuận, TP Hồ Chí Minh",2014-09-22 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000221/HCM-CCHN
Phòng khám đa khoa thuộc Công ty TNHH Phòng khám Đa khoa Tâm Trí Sài Gòn,00138/SYT-GPHĐ,"163-165 Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh",2013-06-18 0:00:00,Đang hoạt động,Phòng khám đa khoa,000233/ĐT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,02014/SYT-GPHĐ,"D7/25 Nguyễn Thị Tú, Ấp 4, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000242/ĐNA-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00310/SYT-GPHĐ,"62 Nguyễn Thị Nhỏ, Phường 14, Quận 5, TP Hồ Chí Minh",2013-09-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000245/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00772/SYT-GPHĐ,"36 Đường 5 Khu phố 4, Phường Linh Xuân, Quận Thủ Đức, TP Hồ Chí Minh",2013-12-03 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000250/LA-CCHN
Phòng khám chuyên khoa Mắt,04361/SYT-GPHĐ,"53/3 Ấp Tân Tiến, Xã Xuân Thới Đông, Huyện Hóc Môn, TP Hồ Chí Minh",2015-03-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Mắt,0002506/HCM-CCHN
Phòng khám Nội tổng hợp ,00096/SYT-GPHĐ,"009 Chung cư A2 Phan Xích Long, Phường 7, Quận Phú Nhuận, TP Hồ Chí Minh",2013-05-04 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000251/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT ,02953/SYT-GPHĐ,"250 Khánh Hội, Phường 6, Quận 4, TP Hồ Chí Minh",2014-06-04 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000277/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,04638/SYT-GPHĐ,"280B Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, TP Hồ Chí Minh",2015-06-29 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000290/ĐNO-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00471/SYT-GPHĐ,"Số 008 Lô K c/c, Nguyễn Thiện Thuật, Phường 1, Quận 3, TP Hồ Chí Minh",2014-07-16 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000291/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,01538/SYT-GPHĐ,"83 Nguyễn Hữu Tiến, Phường Tây Thạnh, Quận Tân Phú, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000222/HCM-CCHN
Phòng khám đa khoa thuộc Chi nhánh I - Công ty TNHH Bệnh viện Đa Khoa Hoàn Hảo,00282/SYT-GPHĐ,"1B Hoàng Hữu Nam, Khu phố Mỹ Thành, Phường Long Thạnh Mỹ, Quận 9, TP Hồ Chí Minh",2013-08-27 0:00:00,Đang hoạt động,Phòng khám đa khoa,0003424/BĐ-CCHN
Phòng khám Nội tổng hợp,00023/SYT-GPHĐ,"17 Điện Biên Phủ, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh",2013-01-22 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000234/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00259/SYT-GPHĐ,"15 Tân Thành, Phường Hòa Thạnh, Quận Tân Phú, TP Hồ Chí Minh",2013-08-14 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000244/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,02597/SYT-GPHĐ,"17/4 Ấp 5, Xã Phú Xuân, Huyện Nhà Bè, TP Hồ Chí Minh",2014-05-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000292/HCM-CCHN
Phòng khám chuyên khoa Ngoại (Chấn thương chỉnh hình),01910/SYT-GPHĐ,"56B Trần Phú, Phường 4, Quận 5, TP Hồ Chí Minh",2014-04-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Chấn thương chỉnh hình ,000294/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa ,02727/SYT-GPHĐ,"451 Lê Đức Thọ, Phường 16, Quận Gò Vấp, TP Hồ Chí Minh",2014-05-15 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000304/HCM-CCHN
Phòng khám Nội tổng hợp,03954/SYT-GPHĐ,"293/14 Tùng Thiện Vương, Phường 11, Quận 8, TP Hồ Chí Minh",2014-11-10 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,0003060/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01294/SYT-GPHĐ,"351 An Dương Vương, Phường 10, Quận 6, TP Hồ Chí Minh",2014-10-30 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000256/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01119/HCM-GPHĐ,"198 Nguyễn Tất Thành, Phường 13, Quận 4, TP Hồ Chí Minh",2017-04-14 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000262/HCM-CCHN
Phòng khám Nội tổng hợp,00796/SYT-GPHĐ,"31 Lô K, KP5, Cư xá Ngân Hàng, Phường Tân Thuận Tây, Quận 7, TP Hồ Chí Minh",2013-12-06 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000264/HCM-CCHN
Phòng khám Nội tổng hợp ,00154/SYT-GPHĐ,"31A Trần Bình Trọng, Phường 1, Quận 5, TP Hồ Chí Minh",2013-07-02 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000316/BYT-CCHN
Phòng khám chuyên khoa Sản Phụ khoa ,00430/SYT-GPHĐ,"262/2/12 Phan Anh, Phường Hiệp Tân, Quận Tân Phú, TP Hồ Chí Minh",2013-10-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000319/HCM-CCHN
Phòng khám chuyên khoa Da liễu thuộc Công ty cổ phần Phòng khám chuyên khoa Da liễu O2 Skin,04250/SYT-GPHĐ,"343/5F Tô Hiến Thành, Phường 12, Quận 10, TP Hồ Chí Minh",2015-02-06 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Da liễu,0003233/BĐ-CCHN
Phòng khám chuyên khoa Sản phụ khoa,01542/SYT-GPHĐ,"105/10 Nguyễn Thị Tú, KP3, Phường Bình Hưng Hòa B , Quận Bình Tân, TP Hồ Chí Minh",2014-04-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000330/HCM-CCHN
Phòng khám Nội tổng hợp,00230/SYT-GPHĐ,"A10/4 Khu phố 1, T.T Tân Túc , Huyện Bình Chánh, TP Hồ Chí Minh",2013-08-08 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000246/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00445/SYT-GPHĐ,"7A/35 Thành Thái, Phường 14, Quận 10, TP Hồ Chí Minh",2013-10-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000247/HCM-CCHN
Phòng Khám Đa Khoa ( thuộc Chi nhánh 6 - Công ty TNHH Trung tâm Y khoa Phước An),00026/SYT-GPHĐ,"197-198 Tôn Thất Thuyết, Phường 3, Quận 4, TP Hồ Chí Minh",2013-11-29 0:00:00,Đang hoạt động,Phòng khám đa khoa,000255/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,00699/SYT-GPHĐ,"300 Hiền Vương, Phường Phú Thạnh, Quận Tân Phú, TP Hồ Chí Minh",2013-11-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000270/HCM-CCHN
None,02091/SYT-GPHĐ,"B42 Nguyễn Thần Hiến, Phường 18, Quận 4, TP.Hồ Chí Minh",2014-04-17 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000269/HCM-CCHN
Phòng khám chuyên khoa Nhi,02320/SYT-GPHĐ,"5/2B Ấp 3, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP Hồ Chí Minh",2014-04-21 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000274/HCM-CCHN
Phòng khám Nội tổng hợp,00253/SYT-GPHĐ,"Tổ 1 Ấp 3, Xã Bình Mỹ, Huyện Củ Chi, TP Hồ Chí Minh",2013-08-08 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000281/HCM-CCHN
Phòng khám đa khoa thuộc Công ty TNHH Năm Bốn Tám,00103/SYT-GPHĐ,"544-546-548-550 Nguyễn Chí Thanh, Phường 7, Quận 11, TP Hồ Chí Minh",2013-05-09 0:00:00,Đang hoạt động,Phòng khám đa khoa,000283/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,04547/SYT-GPHĐ,"416/4 Gia Phú, Phường 3, Quận 6, TP Hồ Chí Minh",2015-05-28 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000332/HCM-CCHN
Phòng khám đa khoa thuộc Công ty TNHH Y tế Hòa Hảo,00015/SYT-GPHĐ,"254 Hòa Hảo, Phường 4, Quận 10, TP Hồ Chí Minh",2013-01-08 0:00:00,Đang hoạt động,Phòng khám đa khoa,000341/HCM-CCHN
Phòng chẩn trị Y học cổ truyền,126,"34 Đỗ Quang Đẩu, Phường Phạm Ngũ Lão, Quận 1, TP Hồ Chí Minh",2013-06-04 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,000347/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01431/SYT-GPHĐ,"185 Thái Phiên, Phường 9, Quận 11, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000356/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,01644/SYT-GPHĐ,"3545 Phạm Thế Hiển, Phường 7, Quận 8, TP Hồ Chí Minh",2014-04-21 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000271/ĐT-CCHN
Phòng khám nội tổng hợp ,05213/SYT-GPHĐ,"1A251 ấp 1, Xã Phạm Văn Hai, Huyện Bình Chánh, TP Hồ Chí Minh",2015-12-25 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000271/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01664/SYT-GPHĐ,"87C Nguyễn Thị Thập, KP2, Phường Tân Phú, Quận 7, TP Hồ Chí Minh",2014-07-11 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000279/HCM-CCHN
Phòng khám chuyên khoa Ngoại,03189/SYT-GPHĐ,"526 Nguyễn Văn Tạo, Ấp 1, Xã Long Thới, Huyện Nhà Bè, TP Hồ Chí Minh",2014-07-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Ngoại,000282/HCM-CCHN
Phòng khám chuyên khoa răng Châu Âu,00313/SYT-GPHĐ,"17A Lê Văn Miến, Phường Thảo Điền, Quận 2, TP Hồ Chí Minh",2013-09-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000286/BYT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00523/SYT-GPHĐ,"151 Đường số 1, Phường Tân Phú, Quận 7, TP Hồ Chí Minh",2013-10-31 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000287/HCM-CCHN
Phòng khám chuyên khoa Răng hàm mặt thuộc Chi nhánh - Công ty TNHH Nha khoa Lan Anh,00134/SYT-GPHĐ,"288/1 Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, TP Hồ Chí Minh",2013-06-05 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000302/HCM-CCHN
Phòng khám Victoria Healthcare Mỹ Mỹ thuộc Công ty cổ phần Victoria Healthcare Mỹ Mỹ,01383/SYT-GPHĐ,"Số 79 và 81 Điện Biên Phủ, Phường Đa Kao, Quận 1, TP Hồ Chí Minh",2014-01-13 0:00:00,Đang hoạt động,Phòng khám đa khoa,000357/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa,03357/SYT-GPHĐ,"66 Bế Văn Đàn, Phường 14, Quận Tân Bình, TP Hồ Chí Minh",2014-08-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000359/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00237/SYT-GPHĐ,"53A Bạch Đằng, Phường 15, Quận Bình Thạnh, TP Hồ Chí Minh",2013-08-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000363/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,04541/SYT-GPHĐ,"01 Đường 14, Ấp 2, KDC Bình Hưng, Xã Bình Hưng, Huyện Bình Chánh, TP Hồ Chí Minh",2015-05-28 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000371/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa,02064/SYT-GPHĐ,"79 Đường số 1, Cư xá Đô Thành, Phường 4, Quận 3, TP Hồ Chí Minh",2014-04-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000306/HCM-CCHN
Phòng khám đa khoa thuộc Công ty TNHH Phòng khám đa khoa Văn Nhân,04469/SYT-GPHĐ,"354-356 Hồ Học Lãm, Phường An lạc , Quận Bình Tân, TP Hồ Chí Minh",2015-05-05 0:00:00,Đang hoạt động,Phòng khám đa khoa,000310/TG-CCHN
phòng khám nội tổng hợp ,04040/SYT-GPHĐ,"J4 Cư xá Phú Lâm A, Phường 12, Quận 6, TP Hồ Chí Minh",2014-11-26 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nội Tim mạch,0003131/HCM-CCHN
Phòng khám Nội tổng hợp,00266/SYT-GPHĐ,"198 Cao Xuân Dục, Phường 12, Quận 8, TP Hồ Chí Minh",2013-08-14 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000286/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa thuộc Công ty TNHH Một thành viên Y tế Thiên Ân,03799/SYT-GPHĐ,"5-7-9 Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận, TP Hồ Chí Minh",2014-10-29 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000290/ĐT-CCHN
Phòng khám chuyên khoa Sản Phụ khoa ,01942/SYT-GPHĐ,"259/20E Cách Mạng Tháng Tám, Phường 7, Quận Tân Bình, TP Hồ Chí Minh",2014-03-19 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000290/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,01084/SYT-GPHĐ,"49 Trần Văn Kiểu, Phường 10, Quận 6, TP Hồ Chí Minh",2013-12-16 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000372/HCM-CCHN
PHÒNG KHÁM  CHUYÊN KHOA RĂNG HÀM MẶT ,00252/SYT-GPHĐ,"591 Điện Biên Phủ, Phường 1, Quận 3, TP Hồ Chí Minh",2013-08-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000373/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,01012/SYT-GPHĐ,"142 Bình Thới, Phường 14, Quận 11, TP Hồ Chí Minh",2013-12-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000380/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,01404/SYT-GPHĐ,"146 Nguyễn Thị Nhỏ, Phường 15, Quận 11, TP Hồ Chí Minh",2016-12-01 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000383/HCM-CCHN
Phòng khám Nội tổng hợp,01499/SYT-GPHĐ,"322 Nguyễn Duy Dương, Phường 9, Quận 10, TP Hồ Chí Minh",2014-02-13 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000325/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,01537/SYT-GPHĐ,"318 Nguyễn Văn Luông, Phường 12, Quận 6, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000328/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,03581/SYT-GPHĐ,"847 Quốc lộ 22, tổ 1, khu phố 5, T.T.Củ Chi , Huyện Củ Chi, TP Hồ Chí Minh",2015-09-11 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000339/HCM-CCHN
Phòng khám chuyên khoa Ngoại chấn thương chỉnh hình,03948/HCM-GPHĐ,"795 Nguyễn Kiệm, Phường 3, Quận Gò Vấp, TP Hồ Chí Minh",2017-04-26 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Chấn thương chỉnh hình ,000393/HCM-CCHN
Phòng khám đa khoa thuộc Công ty TNHH Việt An Organic,3975,"201 Nguyễn Thị Minh Khai, Phường Nguyễn Cư Trinh, Quận 1, TP Hồ Chí Minh",2014-10-31 0:00:00,Đang hoạt động,Phòng khám đa khoa,0004095/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa,03321/SYT-GPHĐ,"1/134A Ấp Nhị Tân 1, Xã Tân Thới Nhì , Huyện Hóc Môn, TP Hồ Chí Minh",2014-08-13 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,0004111/HCM-CCHN
None,00118/SYT-GPHĐ,"177 Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TP.Hồ Chí Minh",2013-05-24 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Nhi,000296/BD-CCHN
Phòng khám chuyên khoa Sản phụ khoa,01085/SYT-GPHĐ,"125C Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, TP Hồ Chí Minh",2013-12-16 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000299/HCM-CCHN
Phòng khám chuyên khoa Da liễu ,00366/SYT-GPHĐ,"800 Tỉnh lộ 10, Khu phố 1, Phường Bình Trị Đông A, Quận Bình Tân, TP Hồ Chí Minh",2013-10-01 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Da liễu,000300/HCM-CCHN
Phòng khám chuyên khoa Sản Phụ khoa,02726/SYT-GPHĐ,"354 Đất Mới, Phường Bình Trị Đông, Quận Bình Tân, TP Hồ Chí Minh",2014-05-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000311/HCM-CCHN
phòng khám đa khoa thuộc Công ty TNHH Dịch vụ y tế và Chăm sóc sức khỏe Việt Sin,01359/SYT-GPHĐ,"311 Nguyễn Thị Nhỏ, Phường 16, Quận 11, TP Hồ Chí Minh",2014-01-08 0:00:00,Đang hoạt động,Phòng khám đa khoa,000339/HT-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt,00615/SYT-GPHĐ,"329 Cách Mạng Tháng Tám, Phường 12, Quận 10, TP Hồ Chí Minh",2013-11-08 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000354/HCM-CCHN
Phòng chẩn trị Y học cổ truyền (thuộc Công ty Cổ phần Y Dược và Giải pháp Sức khỏe Khang Việt),02568/HCM-GPHĐ,"312 Trường Sa, Phường 2, Quận Phú Nhuận, TP Hồ Chí Minh",2017-06-21 0:00:00,Đang hoạt động,Phòng chẩn trị y học cổ truyền,000369/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,04367/SYT-GPHĐ,"Số 04 Lô C, Khu phố 1, Phường Phú Thuận, Quận 7, TP Hồ Chí Minh",2015-04-01 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000413/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA SẢN PHỤ KHOA,03755/SYT-GPHĐ,"16G Lâm Văn Bền, Phường Tân Thuận Tây, Quận 7, TP Hồ Chí Minh",2014-10-29 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000417/HCM-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,00180/SYT-GPHĐ,"003 Lô A Chung cư Sư Vạn Hạnh, Phường 9, Quận 5, TP Hồ Chí Minh",2013-07-09 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,000418/HCM-CCHN
Phòng khám đa khoa thuộc Công ty TNHH Phòng khám đa khoa Đi Cờ Li Nít,01520/SYT-GPHĐ,"225 Lê Thánh Tôn, Phường Bến Thành, Quận 1, TP Hồ Chí Minh",2014-10-14 0:00:00,Đang hoạt động,Phòng khám đa khoa,0004189/AG-CCHN
Phòng khám chuyên khoa Tai Mũi Họng,04358/SYT-GPHĐ,"4/2 Tổ 10, Ấp Vạn Hạnh, Xã Trung Chánh, Huyện Hóc Môn, TP Hồ Chí Minh",2015-03-25 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Tai Mũi Họng,0003165/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,01876/SYT-GPHĐ,"702/78 Điện Biên Phủ, Phường 10, Quận 10, TP Hồ Chí Minh",2014-03-20 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000317/HCM-CCHN
Phòng khám đa khoa Công ty TNHH Phòng khám đa khoa Quang Minh,00542/SYT-GPHĐ,"736A Nguyễn Kiệm, Phường 4, Quận Phú Nhuận, TP Hồ Chí Minh",2013-11-05 0:00:00,Đang hoạt động,Phòng khám đa khoa,000318/HCM-CCHN
PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT ,00295/SYT-GPHĐ,"80/23 Trịnh Đình Thảo, Phường Phú Trung, Quận Tân Phú, TP Hồ Chí Minh",2013-09-05 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000323/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,04545/SYT-GPHĐ,"25B Phạm Viết Chánh, Phường Nguyễn Cư Trinh, Quận 1, TP Hồ Chí Minh",2015-05-28 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000370/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ,03206/SYT-GPHĐ,"39 Lê Văn Việt, KP 3, Phường Hiệp Phú, Quận 9, TP Hồ Chí Minh",2014-07-17 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,0003834/HCM-CCHN
Phòng khám chuyên khoa Răng Hàm Mặt ( thuộc Công ty TNHH Nha khoa Hoàn Mỹ),03561/SYT-GPHĐ,"52 Hoàng Diệu, Phường 12, Quận 4, TP Hồ Chí Minh",2014-10-23 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Răng Hàm Mặt,000422/HCM-CCHN
Phòng khám Nội tổng hợp ,00091/SYT-GPHĐ,"37 Nhiêu Tứ, Phường 7, Quận Phú Nhuận, TP Hồ Chí Minh",2013-05-04 0:00:00,Đang hoạt động,Phòng khám Nội tổng hợp,000425/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,00507/SYT-GPHĐ,"255 Cao Văn Lầu, Phường 2, Quận 6, TP Hồ Chí Minh",2013-10-23 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000426/HCM-CCHN
Phòng khám chuyên khoa Sản phụ khoa,01432/SYT-GPHĐ,"371/5 Nguyễn Oanh, Phường 17, Quận Gò Vấp, TP Hồ Chí Minh",2014-02-12 0:00:00,Đang hoạt động,Phòng khám chuyên khoa Sản phụ khoa,000434/HCM-CCHN
